,ID,Income,Recency,NumWebVisitsMonth,Complain,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Expenses,NumPurchases,AcceptedCmp,Childrenhome,Age,clusterid
855,1456,60474.0,25,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1180,31,0,1,44,2
856,4877,38576.0,2,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,41,5,0,1,50,1
857,425,55357.0,66,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,727,22,0,2,38,0
858,3007,37758.0,49,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40,6,0,2,57,2
859,1031,85710.0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1062,26,1,0,34,1
860,4297,23228.0,71,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40,7,0,1,54,2
861,807,44602.0,35,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,292,17,0,2,54,2
862,9553,7500.0,94,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,4,0,0,36,0
863,4271,38683.0,80,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,341,17,0,1,34,3
864,4120,49514.0,61,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,369,13,0,1,48,1
865,2036,57906.0,29,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,401,17,0,1,50,3
866,115,43456.0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,393,17,0,1,57,1
867,4259,19485.0,80,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,4,0,2,37,1
868,8687,53172.0,54,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,486,16,0,1,45,2
869,2447,30545.0,71,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,69,7,0,1,44,2
871,9353,62450.0,61,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,995,16,1,1,64,2
872,3623,21675.0,55,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,10,0,1,47,2
873,738,42395.0,35,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,182,12,0,2,42,1
874,7631,61346.0,34,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,989,23,0,1,45,2
876,773,42835.0,64,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,595,23,0,2,52,0
877,10602,39922.0,30,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,9,0,1,40,0
878,1446,86424.0,12,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1226,28,0,0,67,1
879,3270,17117.0,96,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,128,11,0,1,45,3
880,8443,24762.0,16,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,86,9,1,1,51,2
881,9653,35797.0,16,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,68,7,0,1,48,0
882,8916,36627.0,78,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,4,0,2,48,0
883,8017,51111.0,83,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,55,7,0,2,42,1
884,5830,86857.0,96,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2114,22,0,0,51,1
885,4597,82072.0,67,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018,19,0,0,53,3
886,7023,46231.0,87,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,263,15,0,3,70,1
887,8086,42243.0,34,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,55,7,0,2,64,0
888,8825,51195.0,46,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,564,24,0,2,61,2
889,2930,68092.0,7,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1281,20,0,0,45,1
890,1928,31814.0,73,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,83,7,1,1,50,0
892,10925,76630.0,93,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1003,25,0,0,40,0
893,9960,26868.0,52,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,4,0,1,32,3
895,9224,55260.0,81,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1139,25,0,1,51,1
896,5519,64090.0,8,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,797,20,0,1,67,2
897,5046,78331.0,97,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1638,25,0,1,65,0
898,7037,37087.0,50,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,401,17,0,1,49,2
899,905,21846.0,38,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,84,11,0,1,37,0
900,8624,81320.0,61,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,928,18,0,0,65,0
901,8945,54137.0,46,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,203,11,0,1,53,0
902,6445,66825.0,73,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,858,16,0,0,56,2
903,2727,57100.0,19,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,409,13,0,0,50,2
904,6404,58917.0,10,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,282,16,0,3,54,2
905,11074,85072.0,94,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1423,18,0,0,46,2
907,1968,45684.0,37,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28,4,0,1,52,3
908,6534,47889.0,94,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,67,6,0,1,49,2
909,9485,45921.0,23,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,199,10,0,0,37,2
910,7053,78420.0,75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1453,22,0,0,57,1
911,4654,75114.0,40,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1253,19,0,0,31,2
913,1048,35641.0,11,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,178,10,0,1,51,1
915,9308,62820.0,51,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,976,14,0,0,69,0
916,10505,73113.0,86,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1001,15,0,0,63,2
918,2625,42607.0,30,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,350,14,0,1,69,1
919,4637,74637.0,73,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1650,25,1,0,69,1
920,9972,46015.0,25,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,5,2,2,68,3
921,4483,72354.0,67,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1228,19,0,0,30,2
922,4487,39858.0,67,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,95,7,0,1,54,1
923,4988,34469.0,58,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,62,9,0,2,75,2
924,8931,83033.0,82,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1761,26,1,1,37,2
925,5871,24401.0,98,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,467,16,0,0,44,2
926,2008,77583.0,93,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1149,19,1,0,45,0
928,10037,74293.0,66,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1127,16,0,0,30,2
929,10673,68397.0,6,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1416,21,0,1,47,2
930,5303,79632.0,42,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1113,20,0,0,49,3
931,538,46107.0,78,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,125,7,0,1,34,2
932,7922,64950.0,29,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,966,25,1,1,72,1
933,5692,25443.0,82,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32,5,0,1,34,3
934,4843,75127.0,92,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,833,19,0,0,71,2
935,6383,32892.0,78,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,8,0,1,52,3
936,1628,71796.0,54,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,960,17,0,0,52,2
937,1204,67536.0,45,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1829,30,1,1,53,2
938,3673,55239.0,59,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,779,26,0,1,52,2
939,760,60554.0,8,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,811,23,0,1,48,3
940,8957,64831.0,51,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1120,22,0,2,71,1
941,4128,56067.0,51,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,725,20,0,1,61,3
944,8700,14906.0,86,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66,9,0,0,37,3
946,1328,57937.0,56,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,683,20,0,1,41,1
947,8405,68274.0,83,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,305,13,0,2,44,0
948,6515,39771.0,92,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50,6,0,1,46,2
950,7574,27922.0,80,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,41,6,0,1,44,3
951,6387,52190.0,39,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,77,9,1,2,47,3
952,5320,44051.0,20,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,171,12,0,2,50,0
953,5048,42767.0,53,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,131,7,0,2,52,1
954,8146,46106.0,84,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54,5,0,2,47,2
955,10031,16927.0,50,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,53,12,0,2,47,2
956,5748,59754.0,96,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,475,16,0,1,58,0
957,2134,53700.0,94,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,694,22,0,1,71,2
958,1523,59041.0,25,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,96,8,0,2,50,0
959,9665,54237.0,48,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,361,16,0,1,66,3
960,4640,70647.0,65,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1079,26,0,1,56,0
961,3635,52597.0,69,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,578,20,0,1,61,1
962,3547,41021.0,12,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,64,7,0,1,54,2
963,2456,40233.0,84,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,149,13,0,1,48,2
964,5633,50183.0,47,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,231,17,0,2,43,0
965,7801,54753.0,87,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,728,21,0,1,64,2
967,7011,33471.0,47,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,93,10,0,1,50,0
968,2620,34596.0,48,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,23,4,0,1,49,2
969,3933,44010.0,46,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,662,24,0,1,43,2
970,10981,84219.0,27,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1198,18,0,0,35,0
971,1734,40706.0,37,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,81,11,0,3,55,3
972,10995,15716.0,8,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,92,10,0,1,35,1
974,9209,80573.0,85,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1564,24,0,0,52,2
975,10286,83715.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,926,24,0,0,61,0
977,1600,56962.0,60,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,411,21,0,3,58,1
978,3308,35704.0,54,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,94,9,0,2,71,0
979,5407,53103.0,70,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1085,28,1,1,69,2
981,3955,4861.0,20,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,58,0
982,6634,33462.0,78,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,54,6,0,1,44,0
983,3056,63693.0,63,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1150,29,0,1,45,0
985,6872,65352.0,43,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,405,16,0,1,49,2
986,8164,82170.0,13,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1908,19,0,0,45,2
988,9305,79689.0,65,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1315,27,0,0,47,1
991,9850,24884.0,32,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,4,0,1,51,1
992,7378,42021.0,34,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,573,22,1,1,42,2
993,7646,64449.0,70,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,805,24,0,1,34,2
994,1640,64587.0,49,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,108,8,0,2,69,0
995,5184,34824.0,65,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,4,0,0,28,2
996,8492,75437.0,25,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1493,23,1,0,45,2
997,11188,26091.0,84,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,89,9,0,2,66,2
998,1212,52845.0,7,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,936,25,1,1,50,0
999,9097,46086.0,34,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,343,16,0,1,67,0
1003,5527,22434.0,25,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58,7,0,1,36,2
1004,6374,36930.0,50,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,297,16,0,1,69,2
1005,7453,36130.0,46,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,488,21,1,1,69,2
1006,8952,65569.0,96,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,859,23,0,1,70,1
1008,8975,19514.0,47,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,69,10,1,2,55,0
1009,6119,36736.0,52,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,4,0,2,60,1
1011,5723,49187.0,63,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,8,0,1,47,3
1012,1710,30168.0,51,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,279,18,0,1,45,2
1013,1970,34053.0,14,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,103,7,0,1,55,2
1014,5313,38196.0,20,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,44,9,0,2,52,1
1015,10634,59412.0,56,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,406,15,0,0,72,1
1017,8562,54165.0,72,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,236,11,0,0,54,2
1018,3158,32300.0,1,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,39,5,0,1,50,0
1019,4436,20180.0,27,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,137,8,0,0,47,2
1020,5287,34961.0,77,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,79,10,0,1,50,0
1021,2445,28440.0,87,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,63,6,0,1,49,3
1023,4550,33564.0,51,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,71,6,0,1,57,2
1024,4240,17345.0,79,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,58,7,0,1,45,0
1025,8911,56320.0,11,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,702,21,0,1,56,2
1026,3706,28647.0,54,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,94,7,1,1,45,2
1027,3628,15038.0,93,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,80,7,0,1,36,3
1028,10175,32173.0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,22,5,0,1,65,3
1029,8985,68316.0,54,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1211,32,0,1,59,3
1031,9220,91700.0,58,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1968,20,0,0,52,2
1032,9888,68695.0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1091,16,0,0,54,2
1033,5263,31056.0,99,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,55,5,0,1,46,1
1034,1020,79593.0,70,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1366,19,1,0,50,0
1035,9503,28071.0,65,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,313,13,0,0,43,2
1036,10613,37334.0,44,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,62,11,0,2,65,3
1037,67,46423.0,6,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,92,9,0,2,51,1
1038,6019,37126.0,9,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,72,6,1,1,52,2
1039,5863,47703.0,95,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,655,21,0,1,70,0
1040,3717,61180.0,70,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,704,18,1,1,64,0
1041,6730,38998.0,92,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,54,8,0,2,69,0
1042,10749,8028.0,62,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,178,16,0,0,32,2
1043,4998,76081.0,85,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1033,14,1,0,61,2
1044,6287,34728.0,2,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,36,5,0,1,37,2
1045,5985,33168.0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,122,10,0,1,58,1
1046,4754,33585.0,91,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,122,7,0,1,57,1
1047,4002,77037.0,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1123,27,0,1,63,2
1048,8870,35196.0,68,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,497,18,0,1,39,2
1049,966,44529.0,98,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,691,25,1,1,57,0
1051,9725,28764.0,16,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,4,1,2,57,3
1052,4475,69098.0,82,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2440,25,0,0,74,2
1054,5731,27100.0,64,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,37,5,0,1,40,1
1055,7290,70596.0,68,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,968,21,0,0,38,2
1056,3846,42557.0,98,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,270,15,0,1,49,0
1057,8104,53312.0,32,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,278,12,0,0,72,2
1058,4507,72228.0,87,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1250,22,0,0,71,2
1059,11013,67605.0,84,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,938,17,0,0,36,2
1060,4491,62845.0,3,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1178,28,1,2,74,1
1061,3759,65196.0,34,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1155,26,1,2,65,2
1062,1162,42000.0,23,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,653,20,0,0,36,1
1063,2055,35860.0,37,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,49,6,1,2,50,3
1064,10766,65526.0,22,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,506,17,0,1,59,2
1065,4415,16860.0,19,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,38,8,0,2,62,0
1068,4817,22304.0,91,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18,4,0,0,67,0
1069,2875,67023.0,93,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,906,24,0,0,45,0
1070,10536,32892.0,78,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,8,0,1,52,3
1071,11112,70713.0,23,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1477,25,0,1,57,2
1072,3807,59925.0,83,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,766,23,0,1,68,2
1073,9197,39722.0,92,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47,7,0,1,70,0
1074,10832,46610.0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,467,14,0,0,65,2
1075,6421,88347.0,32,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2116,21,1,0,62,2
1077,577,26907.0,10,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,6,0,2,47,3
1078,10855,50014.0,9,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,396,15,0,1,55,1
1079,3081,41014.0,65,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,4,0,1,45,2
1080,3535,66294.0,68,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,967,13,0,0,58,2
1081,247,36715.0,16,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,357,19,0,1,52,0
1082,8707,79456.0,12,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1401,16,0,0,67,0
1083,9523,40479.0,95,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,4,0,1,41,2
1085,6295,54233.0,46,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,981,26,0,1,46,0
1086,10914,24163.0,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,6,0,2,53,2
1088,5577,43776.0,77,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23,4,0,1,40,2
1089,7348,71691.0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1192,17,0,0,65,1
1090,1127,85844.0,62,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1958,20,1,0,50,2
1091,1833,39190.0,91,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,133,9,0,1,49,1
1092,4944,71367.0,24,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,777,17,0,0,64,2
1093,9080,38578.0,2,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,73,9,0,2,51,1
1094,6466,57236.0,22,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,121,10,0,2,58,2
1095,9964,61825.0,56,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,424,15,0,1,44,2
1096,4790,79803.0,54,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,868,13,0,1,65,0
1097,10245,80910.0,71,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,756,15,0,0,37,1
1098,1109,27590.0,38,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,4,0,1,41,2
1099,6001,56775.0,62,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,937,25,0,1,44,0
1101,10552,54210.0,18,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,367,14,0,1,44,1
1102,1545,38508.0,95,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,443,20,0,1,37,0
1103,7409,53187.0,66,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,267,13,0,1,53,2
1104,4444,30023.0,28,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,61,6,0,1,51,0
1105,146,76045.0,78,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1323,21,1,0,63,1
1106,6271,50870.0,13,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,63,6,0,1,71,2
1107,10065,15315.0,27,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,64,8,0,0,53,1
1108,4741,65463.0,17,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,562,19,1,1,49,1
1109,246,66480.0,71,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,312,19,0,2,58,0
1110,375,76773.0,79,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1156,16,0,0,69,0
1112,10022,54466.0,78,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16,4,0,2,50,1
1113,7451,98777.0,23,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2008,19,1,0,63,1
1114,11010,16269.0,75,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44,9,0,1,39,1
1116,3885,33569.0,10,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,63,5,1,1,40,2
1119,2320,47025.0,98,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,635,23,0,1,45,1
1120,850,70566.0,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,757,22,0,1,55,2
1121,4713,31605.0,15,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,125,9,0,1,44,2
1122,675,52034.0,67,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,332,16,0,2,50,0
1123,5025,48526.0,32,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,135,8,0,1,44,2
1124,2308,46734.0,40,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,330,14,0,1,69,0
1125,5995,39552.0,54,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,384,20,0,2,61,0
1126,6749,86358.0,78,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1722,18,0,2,57,2
1127,1010,46931.0,94,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,78,7,0,3,46,2
1128,8977,16581.0,51,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24,4,0,0,38,3
1130,3412,67381.0,67,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,957,17,1,1,72,1
1131,606,25930.0,87,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,4,0,2,56,2
1132,5961,42693.0,29,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57,5,0,1,45,0
1133,2975,85606.0,89,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1956,24,1,1,47,2
1135,7613,49669.0,97,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,326,14,0,1,49,3
1136,10542,36778.0,63,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,77,9,0,2,55,2
1138,10617,10979.0,34,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,8,0,0,34,0
1139,11166,49678.0,81,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,315,14,0,1,62,0
1140,849,56129.0,65,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,660,22,0,1,70,2
1141,523,37155.0,51,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,74,7,0,1,34,0
